customer_id_legacy,transaction_id,purchase_amount,purchase_date,product_category,customer_rating,customer_id_new,social_media_platform,engagement_score,purchase_interest_score,review_sentiment,sentiment_numeric,engagement_sentiment_interaction,interest_value_ratio,sentiment_ordinal,platform_group,interest_density
132,1131,308,2024-05-10,Sports,4.3,A132,LinkedIn,63,3.3,Positive,1.5,94.5,0.6226415094339622,2,Professional_News,0.0515625
147,1132,197,2024-05-11,Clothing,3.8,A147,Twitter,77,1.5,Neutral,1.0,77.0,0.3125,1,Professional_News,0.019230769230769232
122,1133,301,2024-05-12,Groceries,1.3,A122,Instagram,85,1.7,Neutral,1.0,85.0,0.7391304347826088,1,Social_Casual,0.019767441860465116
122,1133,301,2024-05-12,Groceries,1.3,A122,Twitter,77,4.2,Neutral,1.0,77.0,1.8260869565217392,1,Professional_News,0.05384615384615385
187,1135,469,2024-05-14,Books,4.9,A187,LinkedIn,97,4.4,Negative,0.5,48.5,0.7457627118644068,0,Professional_News,0.04489795918367347
187,1135,469,2024-05-14,Books,4.9,A187,Instagram,71,2.5,Neutral,1.0,71.0,0.423728813559322,1,Social_Casual,0.034722222222222224
187,1135,469,2024-05-14,Books,4.9,A187,Twitter,89,1.3,Negative,0.5,44.5,0.22033898305084745,0,Professional_News,0.014444444444444446
198,1137,395,2024-05-16,Books,2.5,A198,Instagram,79,4.8,Positive,1.5,118.5,1.3714285714285714,2,Social_Casual,0.06
198,1137,395,2024-05-16,Books,2.5,A198,Facebook,79,1.3,Negative,0.5,39.5,0.37142857142857144,0,Social_Casual,0.01625
143,1138,196,2024-05-17,Sports,4.3,A143,Instagram,68,1.2,Negative,0.5,34.0,0.22641509433962265,0,Social_Casual,0.017391304347826087
185,1139,197,2024-05-18,Sports,4.8,A185,TikTok,90,3.4,Neutral,1.0,90.0,0.5862068965517241,1,Social_Casual,0.03736263736263736
185,1139,197,2024-05-18,Sports,4.8,A185,Facebook,78,2.4,Positive,1.5,117.0,0.41379310344827586,2,Social_Casual,0.030379746835443037
185,1139,197,2024-05-18,Sports,4.8,A185,TikTok,59,3.6,Positive,1.5,88.5,0.6206896551724138,2,Social_Casual,0.060000000000000005
185,1139,197,2024-05-18,Sports,4.8,A185,TikTok,50,1.5,Negative,0.5,25.0,0.25862068965517243,0,Social_Casual,0.029411764705882353
190,1140,401,2024-05-19,Sports,4.9,A190,Twitter,82,4.8,Neutral,1.0,82.0,0.8135593220338982,1,Professional_News,0.057831325301204814
198,1143,466,2024-05-22,Books,3.0,A198,Instagram,79,4.8,Positive,1.5,118.5,1.2,2,Social_Casual,0.06
198,1143,466,2024-05-22,Books,3.0,A198,Facebook,79,1.3,Negative,0.5,39.5,0.325,0,Social_Casual,0.01625
146,1144,473,2024-05-23,Sports,4.1,A146,Twitter,69,3.9,Negative,0.5,34.5,0.7647058823529412,0,Professional_News,0.055714285714285716
146,1144,473,2024-05-23,Sports,4.1,A146,Facebook,81,2.9,Neutral,1.0,81.0,0.5686274509803921,1,Social_Casual,0.03536585365853658
177,1145,177,2024-05-24,Groceries,3.2,A177,LinkedIn,77,1.4,Positive,1.5,115.5,0.3333333333333333,2,Professional_News,0.017948717948717947
177,1145,177,2024-05-24,Groceries,3.2,A177,Twitter,65,1.3,Positive,1.5,97.5,0.30952380952380953,2,Professional_News,0.0196969696969697
102,1146,88,2024-05-25,Sports,2.7,A102,LinkedIn,51,4.8,Neutral,1.0,51.0,1.2972972972972971,1,Professional_News,0.0923076923076923
100,1147,387,2024-05-26,Books,4.6,A100,Twitter,73,4.4,Negative,0.5,36.5,0.7857142857142858,0,Professional_News,0.05945945945945946
100,1147,387,2024-05-26,Books,4.6,A100,Instagram,81,4.4,Neutral,1.0,81.0,0.7857142857142858,1,Social_Casual,0.05365853658536586
104,1148,409,2024-05-27,Clothing,1.4,A104,Twitter,91,4.6,Negative,0.5,45.5,1.9166666666666665,0,Professional_News,0.049999999999999996
104,1148,409,2024-05-27,Clothing,1.4,A104,Twitter,76,1.6,Negative,0.5,38.0,0.6666666666666667,0,Professional_News,0.02077922077922078
104,1148,409,2024-05-27,Clothing,1.4,A104,Facebook,82,2.6,Neutral,1.0,82.0,1.0833333333333335,1,Social_Casual,0.03132530120481928
189,1149,178,2024-05-28,Sports,3.0,A189,LinkedIn,78,2.7,Negative,0.5,39.0,0.675,0,Professional_News,0.03417721518987342
189,1149,178,2024-05-28,Sports,3.0,A189,TikTok,99,4.1,Neutral,1.0,99.0,1.025,1,Social_Casual,0.040999999999999995
189,1149,178,2024-05-28,Sports,3.0,A189,Facebook,94,3.8,Negative,0.5,47.0,0.95,0,Social_Casual,0.04
189,1149,178,2024-05-28,Sports,3.0,A189,Twitter,59,3.8,Neutral,1.0,59.0,0.95,1,Professional_News,0.06333333333333332
189,1149,178,2024-05-28,Sports,3.0,A189,Twitter,59,3.8,Neutral,1.0,59.0,0.95,1,Professional_News,0.06333333333333332
113,1150,316,2024-05-29,Clothing,1.0,A113,Facebook,98,2.7,Neutral,1.0,98.0,1.35,1,Social_Casual,0.027272727272727275
113,1150,316,2024-05-29,Clothing,1.0,A113,Instagram,50,1.0,Positive,1.5,75.0,0.5,2,Social_Casual,0.0196078431372549
